Date,Region,Market,Store Type,Product Category,Collection Type,Product Family,SKU,Units Sold,Revenue,Average Selling Price,Inventory Units,Sell Through Rate,Gross Margin %,Return Rate,Customer Segment,Channel,Visual Merchandising Score,Stockout Flag,Promotion Flag
2024-12-16,Asia-Pacific,Japan,E-commerce,Leather Goods,Runway,Clutch,LX-LE-02211,7,17044.0,2464.43,2,0.7197,0.677,0.2167,Returning Client,E-commerce,6.2,0,0
2024-11-28,Europe,Italy,E-commerce,Women's Shoes,Runway,Boot,LX-WO-02212,6,13445.88,1691.67,4,0.5956,0.5971,0.0815,VIC,Retail,5.4,0,0
2024-12-22,North America,USA,Boutique,Leather Goods,Core,Tote,LX-LE-02213,13,23779.56,1815.58,2,0.8346,0.6947,0.0746,New Client,Retail,7.5,0,0
2024-09-13,Asia-Pacific,Japan,Department Store,Ready-to-Wear,Seasonal,Blazer,LX-RE-02214,26,56612.23,2110.9,12,0.6783,0.6046,0.0712,High Value,Retail,9.1,0,0
2023-05-12,North America,USA,Department Store,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-02215,7,20696.21,3496.75,0,0.9644,0.6421,0.0505,New Client,Retail,9.4,1,0
2024-12-30,Asia-Pacific,South Korea,Boutique,Men's Shoes,Seasonal,Oxford,LX-ME-02216,23,19515.66,870.71,8,0.7318,0.6146,0.2312,High Value,E-commerce,5.3,0,1
2024-05-23,Asia-Pacific,South Korea,Department Store,Accessories,Seasonal,Silk Scarf,LX-AC-02217,14,9386.8,668.48,4,0.7396,0.7363,0.0711,New Client,Retail,7.2,0,0
2024-08-11,Europe,UK,Boutique,Women's Shoes,Core,Sandal,LX-WO-02218,9,8478.16,939.2,3,0.7191,0.5956,0.0772,Returning Client,Retail,7.2,0,0
2023-01-11,North America,USA,Boutique,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-02219,9,29797.04,3381.8,0,0.906,0.5986,0.054,High Value,Retail,5.6,0,0
2023-08-02,North America,USA,Boutique,Women's Shoes,Limited Edition,Sandal,LX-WO-02220,19,25765.39,1338.01,1,0.9419,0.6887,0.1921,New Client,E-commerce,7.9,0,1
2024-04-23,Middle East,UAE,Boutique,Men's Shoes,Limited Edition,Sneaker,LX-ME-02221,19,23382.78,1214.28,2,0.903,0.628,0.0434,High Value,Retail,7.9,0,0
2024-07-15,Asia-Pacific,China,Boutique,Women's Shoes,Seasonal,Pump,LX-WO-02222,20,18074.42,895.66,7,0.7288,0.6406,0.0701,Returning Client,Retail,7.6,0,1
2024-09-13,North America,USA,Flagship,Men's Shoes,Seasonal,Sneaker,LX-ME-02223,26,26790.05,991.71,7,0.7876,0.6268,0.2094,Returning Client,E-commerce,9.6,0,1
2023-03-27,North America,USA,Department Store,Women's Shoes,Seasonal,Pump,LX-WO-02224,8,7534.02,954.64,3,0.6802,0.6499,0.0497,New Client,Clienteling,6.1,0,0
2024-08-24,North America,USA,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-02225,26,67586.02,2623.07,9,0.7301,0.6054,0.1636,High Value,E-commerce,6.4,0,0
2023-08-31,Europe,Italy,Flagship,Accessories,Seasonal,Belt,LX-AC-02226,16,14248.89,863.36,9,0.6264,0.7048,0.0723,New Client,Clienteling,9.1,0,1
2024-05-24,Europe,France,Department Store,Ready-to-Wear,Runway,Coat,LX-RE-02227,21,69777.82,3240.13,15,0.568,0.5519,0.0651,Returning Client,Retail,8.7,0,0
2023-07-24,Asia-Pacific,Japan,Boutique,Accessories,Core,Belt,LX-AC-02228,15,9787.85,666.52,6,0.714,0.6919,0.0529,High Value,Clienteling,5.6,0,0
2024-02-13,Europe,France,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-02229,13,29590.7,2181.32,8,0.6101,0.6828,0.0704,Returning Client,Retail,9.9,0,0
2024-09-10,Europe,France,Flagship,Accessories,Seasonal,Sunglasses,LX-AC-02230,35,26091.0,715.41,21,0.6221,0.7018,0.177,Returning Client,E-commerce,9.8,0,0
2023-06-07,Europe,Italy,Boutique,Accessories,Limited Edition,Jewellery,LX-AC-02231,16,15221.47,924.98,1,0.9167,0.7877,0.0447,Returning Client,Retail,8.9,0,0
2024-10-03,Asia-Pacific,Japan,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-02232,12,19476.24,1662.93,6,0.6427,0.693,0.0522,Returning Client,Retail,5.4,0,0
2023-06-02,North America,USA,E-commerce,Accessories,Seasonal,Sunglasses,LX-AC-02233,1,711.92,723.86,0,0.724,0.711,0.1711,New Client,Retail,5.9,0,1
2024-04-16,Middle East,UAE,Department Store,Ready-to-Wear,Seasonal,Dress,LX-RE-02234,26,71398.28,2639.2,11,0.6879,0.5556,0.0791,High Value,Retail,9.7,0,0
2024-01-30,Asia-Pacific,Japan,Boutique,Leather Goods,Limited Edition,Wallet,LX-LE-02235,5,13802.15,2823.97,0,0.92,0.7456,0.1623,High Value,E-commerce,5.5,0,0
2024-10-15,Asia-Pacific,China,Flagship,Accessories,Core,Belt,LX-AC-02236,14,10724.33,748.07,3,0.7948,0.71,0.0529,Returning Client,Retail,8.6,0,0
2023-10-23,North America,USA,Department Store,Accessories,Core,Jewellery,LX-AC-02237,29,18026.44,632.03,6,0.8265,0.7268,0.0503,Returning Client,Clienteling,5.9,0,0
2024-07-15,Europe,Italy,Department Store,Leather Goods,Limited Edition,Tote,LX-LE-02238,10,25810.05,2550.4,1,0.8407,0.7425,0.0423,High Value,Retail,7.8,0,0
2024-08-30,North America,USA,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-02239,13,29606.82,2195.13,2,0.8449,0.5962,0.0602,Returning Client,Clienteling,9.5,0,0
2024-12-22,Asia-Pacific,Japan,Boutique,Accessories,Runway,Belt,LX-AC-02240,27,24726.66,893.03,18,0.5981,0.7475,0.0438,Returning Client,Retail,8.7,0,0
2023-05-30,Europe,Italy,Flagship,Accessories,Limited Edition,Belt,LX-AC-02241,8,8698.61,1068.1,0,0.9196,0.7662,0.0712,Returning Client,Retail,8.2,0,1
2024-06-12,Asia-Pacific,South Korea,E-commerce,Leather Goods,Limited Edition,Tote,LX-LE-02242,2,4341.46,2269.45,0,0.8341,0.7064,0.2225,New Client,E-commerce,4.1,0,0
2023-04-15,Middle East,UAE,Flagship,Men's Shoes,Seasonal,Loafer,LX-ME-02243,26,30550.36,1169.75,9,0.7242,0.6132,0.0632,New Client,Retail,7.3,0,0
2023-05-03,North America,USA,E-commerce,Men's Shoes,Runway,Oxford,LX-ME-02244,3,3123.51,1070.06,1,0.6513,0.5871,0.1538,High Value,E-commerce,5.2,0,0
2024-02-01,Asia-Pacific,China,E-commerce,Women's Shoes,Limited Edition,Boot,LX-WO-02245,13,16315.49,1534.79,0,0.9596,0.6592,0.2089,High Value,E-commerce,5.4,1,0
2023-07-17,Middle East,UAE,Flagship,Women's Shoes,Core,Boot,LX-WO-02246,13,13539.67,1047.8,6,0.655,0.5949,0.0478,Returning Client,Retail,6.6,0,0
2024-10-13,North America,USA,Boutique,Leather Goods,Limited Edition,Handbag,LX-LE-02247,3,6575.69,2604.87,0,0.9423,0.7031,0.0729,New Client,Retail,5.5,1,0
2024-09-30,Asia-Pacific,China,Department Store,Accessories,Seasonal,Silk Scarf,LX-AC-02248,28,21167.75,753.73,11,0.7096,0.7277,0.0434,Returning Client,Retail,7.2,0,0
2023-09-25,Middle East,UAE,Boutique,Men's Shoes,Core,Loafer,LX-ME-02249,12,11093.53,928.64,5,0.6704,0.6011,0.059,Returning Client,Retail,6.7,0,0
2023-09-23,North America,USA,Boutique,Leather Goods,Limited Edition,Clutch,LX-LE-02250,6,11592.87,2521.08,0,0.9591,0.7187,0.0417,Returning Client,Clienteling,6.0,1,0
2023-12-13,North America,USA,Boutique,Ready-to-Wear,Core,Dress,LX-RE-02251,10,22520.43,2248.67,4,0.709,0.6053,0.0563,Returning Client,Retail,7.1,0,0
2023-04-06,North America,USA,Flagship,Women's Shoes,Core,Boot,LX-WO-02252,17,17650.79,1025.97,4,0.8037,0.6364,0.1661,New Client,E-commerce,7.8,0,0
2024-12-18,Asia-Pacific,China,Flagship,Ready-to-Wear,Limited Edition,Dress,LX-RE-02253,5,16240.93,3786.54,0,0.9454,0.6482,0.0638,New Client,Retail,8.7,1,0
2023-11-17,Asia-Pacific,South Korea,Boutique,Men's Shoes,Core,Oxford,LX-ME-02254,2,1660.5,837.79,0,0.7471,0.5753,0.0597,High Value,Retail,6.4,0,0
2024-12-09,North America,USA,E-commerce,Ready-to-Wear,Core,Blazer,LX-RE-02255,23,48731.29,2184.28,7,0.766,0.5716,0.1884,New Client,E-commerce,5.0,0,0
2024-01-24,North America,USA,Flagship,Women's Shoes,Limited Edition,Boot,LX-WO-02256,1,1281.96,1540.51,0,0.956,0.6511,0.0708,Returning Client,Retail,8.1,1,0
2023-07-27,North America,USA,E-commerce,Women's Shoes,Seasonal,Boot,LX-WO-02257,25,22184.01,878.14,12,0.6741,0.6099,0.1749,New Client,Retail,7.7,0,1
2024-11-06,Europe,UK,Flagship,Accessories,Runway,Silk Scarf,LX-AC-02258,2,2215.73,1060.16,0,0.7207,0.7212,0.2157,Returning Client,E-commerce,10.0,0,0
2023-03-29,Middle East,UAE,E-commerce,Ready-to-Wear,Seasonal,Dress,LX-RE-02259,30,61545.81,2105.21,16,0.6404,0.5788,0.1854,New Client,Retail,5.3,0,0
2024-02-12,North America,USA,Flagship,Ready-to-Wear,Seasonal,Blazer,LX-RE-02260,22,59219.48,2575.88,7,0.7356,0.5775,0.0732,New Client,Retail,10.0,0,0
2024-09-01,Asia-Pacific,Japan,Boutique,Ready-to-Wear,Core,Dress,LX-RE-02261,2,4448.5,2168.94,0,0.8024,0.5593,0.0487,New Client,Retail,8.7,0,1
2024-08-04,North America,USA,Boutique,Leather Goods,Core,Wallet,LX-LE-02262,11,35577.94,2245.72,4,0.731,0.652,0.0788,VIC,E-commerce,7.0,0,0
2023-01-28,Europe,UK,Flagship,Men's Shoes,Limited Edition,Oxford,LX-ME-02263,23,29033.17,1403.48,0,0.9619,0.6687,0.0691,Returning Client,Retail,10.0,1,0
2023-07-18,Asia-Pacific,South Korea,Flagship,Women's Shoes,Core,Sandal,LX-WO-02264,10,10799.97,1033.49,2,0.7725,0.615,0.2225,New Client,E-commerce,10.0,0,0
2023-01-21,Asia-Pacific,China,Flagship,Men's Shoes,Limited Edition,Sneaker,LX-ME-02265,24,38509.03,1583.17,2,0.8923,0.6534,0.0697,Returning Client,Retail,7.9,0,0
2023-12-03,Europe,UK,E-commerce,Men's Shoes,Seasonal,Derby,LX-ME-02266,25,20809.73,866.17,9,0.7227,0.5954,0.2068,New Client,Retail,4.4,0,1
2023-06-15,Asia-Pacific,South Korea,E-commerce,Men's Shoes,Seasonal,Oxford,LX-ME-02267,17,12725.04,755.33,6,0.7196,0.5481,0.1239,High Value,Retail,6.4,0,1
2024-08-02,Middle East,UAE,Boutique,Women's Shoes,Limited Edition,Sandal,LX-WO-02268,1,1367.37,1388.19,0,0.9008,0.6756,0.0498,New Client,Retail,6.0,0,0
2024-03-14,Europe,UK,Flagship,Women's Shoes,Seasonal,Sneaker,LX-WO-02269,30,34680.94,1106.25,13,0.6915,0.6016,0.0528,Returning Client,Retail,10.0,0,1
2023-05-01,North America,USA,Boutique,Ready-to-Wear,Seasonal,Coat,LX-RE-02270,18,44112.43,2447.02,8,0.6752,0.5877,0.0492,New Client,Retail,7.1,0,0
2023-05-26,North America,USA,Flagship,Women's Shoes,Core,Sandal,LX-WO-02271,30,29895.17,1007.08,11,0.7216,0.6483,0.1865,New Client,E-commerce,6.3,0,0
2023-03-28,North America,USA,Flagship,Women's Shoes,Core,Boot,LX-WO-02272,35,38818.89,1107.45,12,0.73,0.6192,0.0536,Returning Client,Retail,7.1,0,0
2023-02-12,Asia-Pacific,Japan,Department Store,Ready-to-Wear,Seasonal,Knitwear,LX-RE-02273,15,35151.99,2275.21,8,0.6288,0.5541,0.0495,New Client,Retail,9.0,0,0
2024-04-13,Europe,Italy,E-commerce,Women's Shoes,Runway,Sneaker,LX-WO-02274,24,32279.19,1325.09,9,0.7168,0.585,0.1628,High Value,Retail,8.0,0,0
2023-01-16,North America,USA,Boutique,Men's Shoes,Core,Loafer,LX-ME-02275,18,15165.08,838.73,3,0.8198,0.619,0.0528,New Client,Retail,7.3,0,0
2024-08-16,Middle East,UAE,Flagship,Men's Shoes,Runway,Sneaker,LX-ME-02276,36,44526.9,1240.58,11,0.765,0.5794,0.1539,New Client,E-commerce,6.8,0,0
2023-01-27,Asia-Pacific,South Korea,Boutique,Men's Shoes,Seasonal,Sneaker,LX-ME-02277,22,17601.46,812.25,12,0.6391,0.5978,0.1508,New Client,E-commerce,6.0,0,0
2024-07-27,Asia-Pacific,China,Department Store,Ready-to-Wear,Seasonal,Knitwear,LX-RE-02278,9,24769.4,2668.11,5,0.64,0.5874,0.0467,Returning Client,Retail,9.1,0,1
2024-07-29,North America,USA,Flagship,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-02279,9,22127.13,3253.71,0,0.955,0.6246,0.2255,Returning Client,E-commerce,6.4,1,0
2023-01-30,Europe,France,Department Store,Ready-to-Wear,Runway,Knitwear,LX-RE-02280,6,18740.0,3014.8,3,0.6012,0.5691,0.0615,Returning Client,Retail,9.4,0,0
2023-01-12,Europe,France,Boutique,Ready-to-Wear,Limited Edition,Knitwear,LX-RE-02281,5,18259.21,3724.47,1,0.8282,0.6041,0.1565,Returning Client,E-commerce,5.7,0,0
2023-06-28,Europe,UK,Department Store,Women's Shoes,Core,Sandal,LX-WO-02282,26,23758.62,939.15,5,0.8221,0.6444,0.0411,Returning Client,Clienteling,5.2,0,1
2024-11-29,Asia-Pacific,China,Flagship,Women's Shoes,Seasonal,Sandal,LX-WO-02283,8,8410.18,1060.82,2,0.7439,0.6027,0.1237,Returning Client,E-commerce,6.4,0,0
2023-10-28,Europe,Italy,Flagship,Men's Shoes,Limited Edition,Sneaker,LX-ME-02284,11,15853.58,1443.4,1,0.9118,0.6212,0.0716,New Client,Retail,6.9,0,0
2023-09-04,North America,USA,Flagship,Leather Goods,Core,Wallet,LX-LE-02285,3,6004.06,1960.19,1,0.7242,0.7055,0.0703,Returning Client,Retail,8.4,0,0
2024-03-13,North America,USA,Boutique,Women's Shoes,Core,Boot,LX-WO-02286,15,14058.99,958.84,8,0.6486,0.6388,0.0502,Returning Client,Retail,5.5,0,0
2024-07-07,Middle East,UAE,Department Store,Leather Goods,Limited Edition,Tote,LX-LE-02287,9,27035.24,2946.46,1,0.8639,0.7483,0.2118,Returning Client,E-commerce,8.3,0,0
2023-05-01,Asia-Pacific,China,Boutique,Men's Shoes,Seasonal,Sneaker,LX-ME-02288,28,24971.09,859.59,10,0.7185,0.6289,0.0706,High Value,Retail,9.5,0,0
2024-02-25,Asia-Pacific,Japan,Boutique,Ready-to-Wear,Limited Edition,Dress,LX-RE-02289,10,38460.86,3600.98,0,0.9868,0.6033,0.0235,VIC,Retail,9.2,1,1
2023-07-10,North America,USA,Department Store,Ready-to-Wear,Core,Dress,LX-RE-02290,18,39633.8,2232.01,3,0.8231,0.5973,0.0585,New Client,Clienteling,6.1,0,0
2023-07-17,Asia-Pacific,South Korea,Department Store,Men's Shoes,Limited Edition,Sneaker,LX-ME-02291,4,4425.92,1314.83,0,0.9278,0.6506,0.0528,New Client,Retail,7.8,1,0
2023-06-14,North America,USA,Boutique,Ready-to-Wear,Core,Coat,LX-RE-02292,22,51903.2,2270.68,6,0.7665,0.6012,0.0688,Returning Client,Retail,9.6,0,0
2024-07-17,Asia-Pacific,China,Flagship,Leather Goods,Core,Tote,LX-LE-02293,11,24918.04,2192.91,3,0.7747,0.6648,0.0719,New Client,Clienteling,9.2,0,0
2023-04-07,Europe,UK,E-commerce,Leather Goods,Core,Clutch,LX-LE-02294,7,11768.77,1714.69,1,0.7865,0.6569,0.1421,Returning Client,Retail,5.7,0,0
2024-07-15,Europe,Italy,Boutique,Ready-to-Wear,Core,Coat,LX-RE-02295,23,54277.1,2328.44,8,0.7414,0.5932,0.0723,New Client,Retail,7.9,0,0
2024-12-28,North America,USA,Boutique,Accessories,Seasonal,Sunglasses,LX-AC-02296,28,18961.74,685.43,13,0.6765,0.739,0.2193,Returning Client,E-commerce,6.2,0,1
2023-03-19,Asia-Pacific,South Korea,Flagship,Ready-to-Wear,Core,Blazer,LX-RE-02297,5,12394.69,2424.39,1,0.8163,0.5863,0.0735,Returning Client,Retail,8.5,0,0
2024-09-22,Asia-Pacific,South Korea,Boutique,Men's Shoes,Core,Loafer,LX-ME-02298,13,10501.98,818.9,2,0.8147,0.6206,0.0578,High Value,Retail,6.1,0,0
2023-09-15,Asia-Pacific,Japan,Department Store,Women's Shoes,Core,Pump,LX-WO-02299,2,2847.72,1142.75,0,0.8329,0.6286,0.0308,VIC,Retail,9.3,0,0
2023-03-21,Asia-Pacific,China,Department Store,Ready-to-Wear,Core,Blazer,LX-RE-02300,9,20294.44,2251.56,2,0.7692,0.5884,0.059,Returning Client,Retail,7.1,0,0
2024-03-29,Asia-Pacific,Japan,Department Store,Men's Shoes,Limited Edition,Derby,LX-ME-02301,7,9191.28,1278.52,0,0.8778,0.6463,0.0795,High Value,Retail,8.8,0,0
2024-05-07,Asia-Pacific,South Korea,Department Store,Accessories,Seasonal,Belt,LX-AC-02302,22,14556.54,660.67,8,0.7184,0.7344,0.0706,High Value,Retail,7.1,0,0
2023-11-30,North America,USA,Department Store,Accessories,Core,Belt,LX-AC-02303,11,7274.03,643.89,4,0.7259,0.7286,0.0469,Returning Client,Retail,8.8,0,0
2024-07-15,Asia-Pacific,South Korea,Flagship,Leather Goods,Core,Wallet,LX-LE-02304,13,26625.37,1994.26,4,0.7232,0.7089,0.1717,New Client,E-commerce,8.8,0,0
2024-01-12,Asia-Pacific,Japan,Boutique,Women's Shoes,Limited Edition,Pump,LX-WO-02305,9,13051.49,1412.04,0,0.9002,0.6866,0.1905,Returning Client,E-commerce,8.8,0,0
2024-12-10,North America,USA,Flagship,Accessories,Core,Sunglasses,LX-AC-02306,43,31876.0,724.99,22,0.6586,0.7367,0.0648,Returning Client,Retail,8.5,0,1
2024-08-20,Asia-Pacific,China,E-commerce,Women's Shoes,Runway,Boot,LX-WO-02307,3,6566.65,1585.35,2,0.5972,0.561,0.0991,VIC,Retail,6.4,0,0
2024-02-14,North America,USA,Department Store,Leather Goods,Core,Clutch,LX-LE-02308,19,35150.33,1801.38,7,0.7178,0.676,0.0746,High Value,Clienteling,8.8,0,0
2024-03-14,North America,USA,Boutique,Men's Shoes,Core,Oxford,LX-ME-02309,25,20694.9,825.32,13,0.6434,0.595,0.0591,Returning Client,Retail,7.2,0,0
2023-08-17,North America,USA,Department Store,Women's Shoes,Core,Sneaker,LX-WO-02310,12,11285.8,937.67,4,0.7475,0.6409,0.0561,Returning Client,Retail,7.2,0,0
2023-07-12,North America,USA,E-commerce,Leather Goods,Limited Edition,Handbag,LX-LE-02311,12,31947.33,2658.29,1,0.8965,0.6803,0.1738,High Value,Retail,7.1,0,0
2024-01-20,North America,USA,Flagship,Leather Goods,Limited Edition,Tote,LX-LE-02312,15,45773.77,2937.04,2,0.8716,0.7159,0.063,New Client,Retail,9.6,0,0
2024-10-02,North America,USA,Flagship,Women's Shoes,Seasonal,Boot,LX-WO-02313,35,36068.09,1046.21,22,0.6091,0.62,0.061,Returning Client,Clienteling,6.0,0,0
2024-01-06,Europe,UK,Boutique,Men's Shoes,Seasonal,Oxford,LX-ME-02314,17,13499.82,795.3,9,0.6504,0.6284,0.0432,New Client,Clienteling,6.9,0,0
2024-03-27,North America,USA,Department Store,Women's Shoes,Core,Sandal,LX-WO-02315,23,22137.59,925.04,6,0.7803,0.6219,0.0495,Returning Client,Retail,9.7,0,0
2023-10-15,Asia-Pacific,South Korea,E-commerce,Women's Shoes,Core,Sandal,LX-WO-02316,12,10470.15,858.35,5,0.6994,0.5891,0.2243,New Client,E-commerce,8.1,0,0
2024-09-02,North America,USA,Boutique,Women's Shoes,Core,Sandal,LX-WO-02317,10,9473.39,945.92,3,0.7315,0.6425,0.0611,Returning Client,Retail,7.1,0,0
2023-09-18,Middle East,UAE,Department Store,Men's Shoes,Seasonal,Loafer,LX-ME-02318,26,27656.95,1041.85,19,0.5745,0.5709,0.1757,Returning Client,E-commerce,8.4,0,0
2024-10-13,Europe,France,Department Store,Women's Shoes,Core,Pump,LX-WO-02319,11,11727.74,1029.11,3,0.7371,0.6261,0.0607,New Client,Retail,9.4,0,1
2024-05-11,North America,USA,Flagship,Women's Shoes,Runway,Pump,LX-WO-02320,19,25928.9,1354.52,13,0.5765,0.6459,0.0754,New Client,Retail,7.5,0,0
2024-01-13,Asia-Pacific,South Korea,Department Store,Accessories,Runway,Silk Scarf,LX-AC-02321,7,6436.0,897.88,3,0.6783,0.7478,0.0541,High Value,Retail,8.6,0,0
2024-10-03,Europe,France,Boutique,Ready-to-Wear,Limited Edition,Blazer,LX-RE-02322,8,31527.74,3859.91,1,0.8538,0.6044,0.0752,New Client,Retail,8.4,0,0
2024-09-01,Asia-Pacific,South Korea,Department Store,Accessories,Seasonal,Belt,LX-AC-02323,28,18912.82,657.7,14,0.6599,0.6967,0.0732,Returning Client,Retail,8.8,0,0
2023-01-22,Middle East,UAE,E-commerce,Men's Shoes,Limited Edition,Loafer,LX-ME-02324,5,5350.2,1372.24,0,0.99,0.6003,0.1698,Returning Client,Retail,3.8,1,0
2023-02-26,Middle East,UAE,Boutique,Ready-to-Wear,Core,Blazer,LX-RE-02325,9,20869.43,2311.89,3,0.709,0.5803,0.0653,Returning Client,Retail,7.2,0,0
2024-09-25,Europe,France,Flagship,Men's Shoes,Seasonal,Oxford,LX-ME-02326,7,8085.77,1153.38,4,0.6339,0.6021,0.0543,High Value,Retail,7.1,0,0
2023-05-07,Europe,UK,Flagship,Ready-to-Wear,Core,Knitwear,LX-RE-02327,23,58945.32,2578.31,10,0.6869,0.5737,0.0614,New Client,Retail,6.6,0,0
2023-09-07,North America,USA,Boutique,Leather Goods,Core,Clutch,LX-LE-02328,9,25481.87,1999.09,2,0.7579,0.6745,0.0969,VIC,E-commerce,9.2,0,0
2023-01-27,Asia-Pacific,China,Department Store,Accessories,Seasonal,Jewellery,LX-AC-02329,7,4970.04,704.72,5,0.5819,0.6996,0.1703,Returning Client,E-commerce,7.5,0,0
2024-04-17,Europe,UK,Flagship,Leather Goods,Seasonal,Clutch,LX-LE-02330,24,52158.37,2079.68,6,0.799,0.6968,0.0649,High Value,Clienteling,10.0,0,1
2024-05-07,Europe,France,Boutique,Women's Shoes,Seasonal,Sandal,LX-WO-02331,2,2136.05,1079.36,0,0.761,0.6335,0.1916,High Value,E-commerce,6.3,0,1
2024-05-16,Europe,France,Department Store,Ready-to-Wear,Core,Coat,LX-RE-02332,15,36222.43,2372.13,7,0.6762,0.5596,0.0641,New Client,Retail,8.2,0,0
2024-12-22,Asia-Pacific,South Korea,Boutique,Men's Shoes,Seasonal,Derby,LX-ME-02333,8,7337.5,934.0,3,0.6885,0.6186,0.0451,Returning Client,Retail,5.8,0,1
2024-05-21,North America,USA,Flagship,Accessories,Seasonal,Jewellery,LX-AC-02334,7,9167.67,952.61,2,0.7446,0.7127,0.0494,VIC,Retail,10.0,0,0
2023-03-09,North America,USA,Boutique,Men's Shoes,Core,Loafer,LX-ME-02335,19,16436.9,874.28,6,0.7513,0.6071,0.0598,New Client,Retail,6.3,0,1
2023-10-19,Asia-Pacific,South Korea,E-commerce,Accessories,Core,Jewellery,LX-AC-02336,13,8264.54,665.69,5,0.693,0.6823,0.1311,High Value,Clienteling,4.0,0,0
2024-01-06,Asia-Pacific,Japan,Department Store,Women's Shoes,Limited Edition,Pump,LX-WO-02337,9,11987.65,1308.41,1,0.8957,0.6518,0.0462,Returning Client,Retail,8.2,0,0
2023-03-07,Asia-Pacific,China,Boutique,Women's Shoes,Core,Sandal,LX-WO-02338,17,31925.24,1214.41,5,0.7613,0.6118,0.0167,VIC,Retail,9.8,0,0
2024-06-30,Europe,France,Department Store,Women's Shoes,Core,Boot,LX-WO-02339,8,8304.93,1041.24,2,0.7971,0.6312,0.0609,Returning Client,Retail,6.8,0,0
2024-03-07,Europe,France,Flagship,Women's Shoes,Limited Edition,Boot,LX-WO-02340,14,20322.51,1765.84,0,0.9544,0.6827,0.0711,Returning Client,Retail,9.8,1,0
2024-05-30,Europe,Italy,Boutique,Leather Goods,Seasonal,Wallet,LX-LE-02341,9,17061.2,1878.78,3,0.7282,0.6846,0.0705,Returning Client,Retail,7.6,0,0
2023-04-06,Middle East,UAE,Flagship,Men's Shoes,Runway,Loafer,LX-ME-02342,9,12186.45,1343.97,3,0.7138,0.6278,0.1665,New Client,E-commerce,7.5,0,0
2023-06-21,Europe,UK,Flagship,Men's Shoes,Limited Edition,Sneaker,LX-ME-02343,1,1064.75,1331.2,0,0.99,0.6345,0.19,Returning Client,E-commerce,7.4,1,0
2023-11-09,Asia-Pacific,Japan,E-commerce,Accessories,Core,Belt,LX-AC-02344,28,16322.18,587.34,13,0.6739,0.7152,0.121,New Client,Retail,6.5,0,0
2024-10-16,Asia-Pacific,China,Department Store,Women's Shoes,Limited Edition,Sneaker,LX-WO-02345,3,3321.65,1478.12,0,0.9801,0.6518,0.0737,Returning Client,Clienteling,6.6,1,0
2024-05-17,Asia-Pacific,China,Flagship,Ready-to-Wear,Core,Coat,LX-RE-02346,14,39170.78,2728.34,7,0.6421,0.581,0.0616,New Client,Clienteling,8.7,0,1
2023-05-19,Asia-Pacific,South Korea,Department Store,Ready-to-Wear,Seasonal,Blazer,LX-RE-02347,4,9288.34,2386.52,1,0.6855,0.5952,0.1409,New Client,E-commerce,5.2,0,0
2023-09-05,Europe,Italy,Flagship,Ready-to-Wear,Seasonal,Dress,LX-RE-02348,5,14311.08,2857.93,2,0.7079,0.5652,0.0442,New Client,Retail,7.1,0,0
2024-11-29,North America,USA,E-commerce,Women's Shoes,Core,Boot,LX-WO-02349,22,20092.85,937.21,8,0.711,0.5676,0.1448,New Client,Retail,5.3,0,0
2024-02-13,North America,USA,Boutique,Accessories,Core,Jewellery,LX-AC-02350,5,3464.4,671.72,1,0.767,0.7067,0.0544,High Value,Clienteling,9.1,0,1
2024-06-26,Asia-Pacific,Japan,Department Store,Ready-to-Wear,Core,Blazer,LX-RE-02351,12,26697.52,2269.04,3,0.7704,0.5643,0.0676,New Client,Retail,5.7,0,0
2023-01-05,Europe,France,Department Store,Men's Shoes,Seasonal,Oxford,LX-ME-02352,12,11411.88,946.73,2,0.8064,0.6197,0.0786,Returning Client,Retail,7.3,0,0
2023-11-16,Europe,France,Boutique,Women's Shoes,Seasonal,Sandal,LX-WO-02353,36,42094.93,1123.79,11,0.7556,0.6086,0.0403,Returning Client,Retail,9.7,0,1
2024-07-03,Asia-Pacific,South Korea,Boutique,Accessories,Limited Edition,Belt,LX-AC-02354,13,10788.55,833.64,1,0.9146,0.7529,0.0556,Returning Client,Retail,6.7,0,0
2024-06-13,Europe,UK,Boutique,Ready-to-Wear,Core,Knitwear,LX-RE-02355,2,4419.44,2271.04,0,0.7593,0.5735,0.1889,Returning Client,E-commerce,5.2,0,0
2024-03-31,Europe,UK,Department Store,Women's Shoes,Core,Pump,LX-WO-02356,30,28720.14,930.81,18,0.6233,0.6167,0.044,Returning Client,Retail,8.9,0,1
2024-10-03,Middle East,UAE,Boutique,Leather Goods,Core,Tote,LX-LE-02357,14,41704.3,2286.26,7,0.6594,0.6682,0.0269,VIC,Retail,8.1,0,0
2023-06-08,Asia-Pacific,China,Flagship,Women's Shoes,Limited Edition,Sandal,LX-WO-02358,14,24816.02,1698.68,1,0.9289,0.6577,0.0748,Returning Client,Retail,9.9,0,0
